LONG,LAT,PROB,SEIZURE,YEAR
10.79655797,2.133354783,0.136367423,A,2018
11.36975942,4.999362029,0.151521873,A,2018
10.79655797,2.133354783,0.110811135,A,2018
14.23576667,3.279757681,0.439589282,A,2018
14.23576667,3.279757681,0.286530659,A,2018
10.22335652,2.133354783,0.072082693,A,2018
11.36975942,2.133354783,0.357226134,A,2018
11.36975942,4.999362029,0.110170341,A,2018
14.23576667,3.279757681,0.221480364,A,2018
10.22335652,2.133354783,0.445231672,A,2018
9.076953623,5.572563478,0.256277471,A,2018
14.23576667,3.279757681,0.125965786,A,2018
11.36975942,4.999362029,0.055621197,A,2018
12.51616232,2.706556232,0.132068774,A,2018
11.36975942,2.133354783,0.114558321,A,2018
13.66256522,4.999362029,0.050608435,A,2018
11.36975942,4.999362029,0.06049408,A,2018
10.22335652,2.706556232,0.155314766,A,2018
10.22335652,2.706556232,0.194783018,A,2018
10.79655797,2.133354783,0.228461226,A,2018
14.23576667,3.279757681,0.876672771,A,2018
10.22335652,2.706556232,0.222697642,A,2018
10.22335652,2.133354783,0.211504881,A,2018
10.22335652,2.133354783,0.113297776,A,2018
10.22335652,2.133354783,0.238621778,A,2018
11.36975942,2.133354783,0.152965319,A,2018
11.36975942,2.133354783,0.103666157,A,2018
14.23576667,3.279757681,0.465793976,A,2018
10.22335652,2.133354783,0.170500476,A,2018
13.66256522,2.706556232,0.166498701,A,2018
12.51616232,2.706556232,0.154821416,A,2018
10.79655797,2.133354783,0.14017942,A,2018
10.22335652,2.706556232,0.198646771,A,2018
10.22335652,2.133354783,0.585004297,A,2018
12.51616232,2.706556232,0.1876479,A,2018
12.51616232,2.706556232,0.203005027,A,2018
11.36975942,2.133354783,0.183230514,A,2018
13.66256522,3.279757681,0.129131351,A,2018
14.23576667,3.279757681,0.189127483,A,2018
9.650155072,4.999362029,0.065364444,A,2018
12.51616232,2.706556232,0.12521294,A,2018
13.66256522,4.999362029,0.132964491,A,2018
10.22335652,2.133354783,0.184243603,A,2018
11.94296087,2.133354783,0.271253542,A,2018
11.36975942,2.133354783,0.237447986,A,2018
11.36975942,2.133354783,0.113735393,A,2018
10.22335652,2.706556232,0.439120837,A,2018
11.36975942,2.133354783,0.32019298,A,2018
10.79655797,2.706556232,0.049717655,A,2018
11.36975942,2.133354783,0.179189922,A,2018
10.22335652,2.706556232,0.352205341,A,2018
10.79655797,2.133354783,0.19378989,A,2018
11.36975942,2.133354783,0.256938954,A,2018
14.23576667,3.279757681,0.658182707,A,2018
10.79655797,2.133354783,0.314327678,A,2018
13.08936377,2.706556232,0.177314533,A,2018
11.36975942,2.133354783,0.129347956,A,2018
14.23576667,3.279757681,0.227920331,A,2018
14.23576667,3.279757681,0.827728825,A,2018
12.51616232,2.706556232,0.225240367,A,2018
11.36975942,2.133354783,0.163859178,A,2018
11.36975942,2.133354783,0.241654422,A,2018
9.650155072,5.572563478,0.144538693,A,2018
11.36975942,4.999362029,0.076910592,A,2018
14.23576667,3.279757681,0.058233844,A,2018
11.36975942,2.133354783,0.332958688,A,2018
10.79655797,2.133354783,0.091095204,A,2018
10.22335652,2.706556232,0.197029313,A,2018
11.36975942,2.133354783,0.119969897,A,2018
10.79655797,2.133354783,0.189477049,A,2018
9.076953623,5.572563478,0.548210638,A,2018
14.23576667,3.279757681,0.344629466,A,2018
10.22335652,2.133354783,0.577457702,A,2018
12.51616232,2.706556232,0.190547607,A,2018
14.23576667,3.279757681,0.475332799,A,2018
14.23576667,3.279757681,0.629171175,A,2018
12.51616232,2.706556232,0.270652884,A,2018
10.79655797,2.133354783,0.152038485,A,2018
11.36975942,2.133354783,0.127598553,A,2018
14.23576667,3.279757681,0.357271687,A,2018
14.23576667,3.279757681,0.309823798,A,2018
10.79655797,2.133354783,0.1600239,A,2018
10.22335652,2.133354783,0.390446075,A,2018
11.36975942,4.999362029,0.140564012,A,2018
10.22335652,2.706556232,0.165330835,A,2018
14.23576667,3.279757681,0.37264066,A,2018
11.36975942,4.999362029,0.102842178,A,2018
11.36975942,2.133354783,0.144619097,A,2018
11.36975942,2.133354783,0.088162366,A,2018
13.66256522,2.706556232,0.04889895,A,2018
13.66256522,4.999362029,0.111640419,A,2018
10.22335652,2.706556232,0.259860432,A,2018
11.36975942,4.999362029,0.057068898,A,2018
10.22335652,2.133354783,0.222006001,A,2018
10.79655797,2.133354783,0.317258804,A,2018
14.23576667,3.279757681,0.214058151,A,2018
11.36975942,2.133354783,0.132482885,A,2018
14.23576667,3.279757681,0.247767625,A,2018
10.79655797,2.133354783,0.24476281,A,2018
10.79655797,2.133354783,0.243337009,A,2018
14.23576667,3.279757681,0.143516111,A,2018
25.69979565,-10.4770771,0.003639577,A,2018
14.23576667,3.279757681,0.153445121,A,2018
9.650155072,5.572563478,0.180973385,A,2018
11.36975942,4.999362029,0.103089887,A,2018
9.076953623,-1.305853913,0.004341701,A,2018
14.23576667,3.279757681,0.068278004,A,2018
12.51616232,2.706556232,0.161586041,A,2018
10.22335652,2.706556232,0.159276319,A,2018
11.36975942,2.133354783,0.108979176,A,2018
10.22335652,2.706556232,0.137884451,A,2018
10.22335652,2.133354783,0.17870952,A,2018
10.22335652,2.706556232,0.070711767,A,2018
11.36975942,2.133354783,0.152615446,A,2018
9.076953623,5.572563478,0.417339867,A,2018
10.22335652,2.133354783,0.3093599,A,2018
12.51616232,2.706556232,0.278015661,A,2018
14.23576667,3.279757681,0.254962377,A,2018
13.66256522,4.999362029,0.134946777,A,2018
9.650155072,1.560153333,0.057727945,A,2018
10.22335652,2.133354783,0.284724542,A,2018
11.36975942,4.999362029,0.155184402,A,2018
12.51616232,2.706556232,0.093475452,A,2018
10.79655797,2.133354783,0.142719151,A,2018
10.22335652,2.133354783,0.494206625,A,2018
9.076953623,5.572563478,0.551972947,A,2018
10.22335652,2.706556232,0.0897977,A,2018
10.79655797,2.133354783,0.309034061,A,2018
10.22335652,2.133354783,0.208348605,A,2018
10.22335652,2.706556232,0.287312919,A,2018
14.23576667,3.279757681,0.352944698,A,2018
14.23576667,3.279757681,0.148224543,A,2018
14.23576667,3.279757681,0.452629605,A,2018
9.650155072,5.572563478,0.205426735,A,2018
10.22335652,2.133354783,0.15962074,A,2018
10.79655797,2.133354783,0.200602466,A,2018
10.22335652,2.133354783,0.180977132,A,2018
10.22335652,2.706556232,0.322044436,A,2018
12.51616232,2.706556232,0.199080426,A,2018
11.36975942,2.133354783,0.212130701,A,2018
9.076953623,4.999362029,0.036307441,A,2018
13.08936377,2.706556232,0.121093725,A,2018
10.79655797,2.133354783,0.122448887,A,2018
12.51616232,2.706556232,0.094291227,A,2018
12.51616232,2.706556232,0.15056941,A,2018
14.80896812,1.560153333,0.704796022,A,2018
10.22335652,2.133354783,0.367634218,A,2018
14.23576667,3.279757681,0.150702348,A,2018
9.650155072,5.572563478,0.159872318,A,2018
10.22335652,2.133354783,0.244756594,A,2018
10.79655797,2.133354783,0.171022474,A,2018
10.22335652,2.133354783,0.423124849,A,2018
11.36975942,2.133354783,0.172908813,A,2018
11.36975942,2.133354783,0.293466887,A,2018
10.79655797,1.560153333,0.070997093,A,2018
9.076953623,5.572563478,0.508143914,A,2018
10.22335652,2.706556232,0.28055977,A,2018
14.23576667,3.279757681,0.209987033,A,2018
14.23576667,3.279757681,0.278239628,A,2018
12.51616232,2.706556232,0.067892375,A,2018
13.66256522,4.999362029,0.526772447,A,2018
14.23576667,3.279757681,0.503336544,A,2018
14.23576667,3.279757681,0.970336294,A,2018
14.23576667,3.279757681,0.964251048,A,2018
14.23576667,3.279757681,0.515662587,A,2018
11.36975942,2.133354783,0.204557676,A,2018
11.36975942,4.999362029,0.108159891,A,2018
14.23576667,3.279757681,0.933561678,A,2018
10.22335652,2.133354783,0.422803835,A,2018
9.076953623,5.572563478,0.670629478,A,2018
14.23576667,3.279757681,0.780246946,A,2018
13.66256522,4.999362029,0.321987271,A,2018
14.23576667,3.279757681,0.141348792,A,2018
14.23576667,3.279757681,0.126094992,A,2018
13.66256522,4.999362029,0.411618715,A,2018
11.36975942,4.999362029,0.145744874,A,2018
14.23576667,3.279757681,0.433444625,A,2018
14.23576667,3.279757681,0.568590519,A,2018
10.79655797,2.133354783,0.267737351,A,2018
14.23576667,3.279757681,0.930579997,A,2018
10.22335652,2.133354783,0.372720165,A,2018
10.22335652,2.133354783,0.185822149,A,2018
14.23576667,3.279757681,0.36520378,A,2018
14.23576667,3.279757681,0.749595163,A,2018
14.23576667,3.279757681,0.638172169,A,2018
14.23576667,3.279757681,0.145178486,A,2018
14.23576667,3.279757681,0.682425152,A,2018
14.23576667,3.279757681,0.524766775,A,2018
13.66256522,3.279757681,0.142819337,A,2018
13.66256522,4.999362029,0.136109975,A,2018
14.23576667,3.279757681,0.53738196,A,2018
10.22335652,2.706556232,0.40397538,A,2018
14.23576667,3.279757681,0.485782169,A,2018
13.66256522,3.279757681,0.118699524,A,2018
14.23576667,3.279757681,0.544048606,A,2018
11.36975942,2.133354783,0.152762016,A,2018
13.66256522,3.279757681,0.178680616,A,2018
14.23576667,3.279757681,0.907817542,A,2018
9.650155072,4.999362029,0.063050456,A,2018
14.23576667,3.279757681,0.727066029,A,2018
13.66256522,4.999362029,0.452906808,A,2018
14.23576667,3.279757681,0.693465514,A,2018
14.23576667,3.279757681,0.513815845,A,2018
14.23576667,3.279757681,0.757991774,A,2018
14.23576667,3.279757681,0.674899092,A,2018
14.23576667,3.279757681,0.551783897,A,2018
11.36975942,2.133354783,0.220975707,A,2018
14.23576667,3.279757681,0.072675989,A,2018
14.23576667,3.279757681,0.424076443,A,2018
14.23576667,3.279757681,0.834056359,A,2018
10.22335652,2.133354783,0.144399119,A,2018
11.36975942,2.133354783,0.220022339,A,2018
14.23576667,3.279757681,0.917707127,A,2018
10.22335652,2.133354783,0.347132542,A,2018
14.23576667,3.279757681,0.282579384,A,2018
14.23576667,3.279757681,0.322505836,A,2018
14.23576667,3.279757681,0.898196367,A,2018
14.23576667,3.279757681,0.901586319,A,2018
11.36975942,2.133354783,0.148942635,A,2018
14.23576667,3.279757681,0.248843629,A,2018
14.23576667,3.279757681,0.544362757,A,2018
11.36975942,4.999362029,0.130596295,A,2018
13.66256522,4.999362029,0.431181342,A,2018
14.23576667,3.279757681,0.363361762,A,2018
14.23576667,3.279757681,0.58438336,A,2018
14.23576667,3.279757681,0.255442293,A,2018
14.23576667,3.279757681,0.601254206,A,2018
14.23576667,3.279757681,0.202644128,A,2018
14.23576667,3.279757681,0.753969264,A,2018
9.076953623,5.572563478,0.869667108,A,2018
14.23576667,3.279757681,0.930643048,A,2018
10.22335652,2.133354783,0.550717022,A,2018
11.36975942,2.133354783,0.114028592,A,2018
14.23576667,3.279757681,0.639449392,A,2018
14.23576667,3.279757681,0.880314942,A,2018
14.23576667,3.279757681,0.213586806,A,2018
14.23576667,3.279757681,0.471883546,A,2018
14.23576667,3.279757681,0.385951827,A,2018
14.23576667,3.279757681,0.949332005,A,2018
14.23576667,3.279757681,0.964542782,A,2018
14.23576667,3.279757681,0.826964223,A,2018
10.22335652,2.133354783,0.543651508,A,2018
11.36975942,4.999362029,0.25308513,A,2018
14.23576667,3.279757681,0.802071124,A,2018
14.23576667,3.279757681,0.729174086,A,2018
13.66256522,4.999362029,0.387764264,A,2018
14.23576667,3.279757681,0.55760441,A,2018
14.23576667,3.279757681,0.175777534,A,2018
14.23576667,3.85295913,0.123705068,A,2018
13.66256522,4.999362029,0.571234152,A,2018
10.22335652,2.706556232,0.22676781,A,2018
13.66256522,4.999362029,0.187742084,A,2018
14.23576667,3.279757681,0.867867213,A,2018
14.23576667,3.279757681,0.430597912,A,2018
14.23576667,3.279757681,0.469010941,A,2018
14.23576667,3.279757681,0.733786172,A,2018
14.23576667,3.279757681,0.540711541,A,2018
10.79655797,2.133354783,0.113541678,A,2018
10.22335652,2.133354783,0.209611458,A,2018
14.23576667,3.279757681,0.854852484,A,2018
15.95537101,1.560153333,0.00339868,A,2018
14.23576667,3.279757681,0.829855957,A,2018
9.076953623,5.572563478,0.67995487,A,2018
13.66256522,4.999362029,0.275293756,A,2018
9.076953623,-1.305853913,0.005552848,A,2018
14.23576667,3.279757681,0.726750716,A,2018
14.23576667,3.279757681,0.336629953,A,2018
10.22335652,2.133354783,0.328931256,A,2018
14.23576667,3.279757681,0.723008289,A,2018
10.22335652,2.706556232,0.212845108,A,2018
14.23576667,3.279757681,0.717826082,A,2018
14.23576667,3.279757681,0.274620032,A,2018
14.23576667,3.279757681,0.563233234,A,2018
9.076953623,5.572563478,0.428862568,A,2018
10.22335652,2.133354783,0.305626239,A,2018
11.94296087,2.133354783,0.373855974,A,2018
14.23576667,3.279757681,0.328924044,A,2018
13.66256522,4.999362029,0.608753038,A,2018
9.650155072,1.560153333,0.053716763,A,2018
14.23576667,3.279757681,0.464747385,A,2018
13.66256522,4.999362029,0.328369561,A,2018
14.23576667,3.279757681,0.413378894,A,2018
10.22335652,1.560153333,0.114323187,A,2018
10.22335652,2.706556232,0.444123451,A,2018
9.076953623,5.572563478,0.883382105,A,2018
14.23576667,3.279757681,0.192992322,A,2018
10.79655797,2.133354783,0.148948047,A,2018
10.22335652,2.133354783,0.277896555,A,2018
14.23576667,3.279757681,0.492819708,A,2018
14.23576667,3.279757681,0.95703478,A,2018
14.23576667,3.279757681,0.376365126,A,2018
14.23576667,3.279757681,0.811737811,A,2018
9.076953623,5.572563478,0.395547331,A,2018
10.22335652,2.133354783,0.371837666,A,2018
10.22335652,2.706556232,0.226079349,A,2018
14.23576667,3.279757681,0.691891235,A,2018
14.23576667,3.279757681,0.622863878,A,2018
14.23576667,3.279757681,0.308873186,A,2018
10.22335652,2.133354783,0.253870852,A,2018
9.650155072,4.999362029,0.03830516,A,2018
13.08936377,2.706556232,0.11443396,A,2018
14.23576667,3.279757681,0.39986832,A,2018
14.23576667,3.279757681,0.231818861,A,2018
13.66256522,3.85295913,0.076525762,A,2018
14.80896812,1.560153333,0.553347133,A,2018
10.22335652,2.133354783,0.563770169,A,2018
14.23576667,3.279757681,0.892533667,A,2018
9.076953623,5.572563478,0.482307726,A,2018
14.23576667,3.279757681,0.596803969,A,2018
14.23576667,3.279757681,0.397273679,A,2018
10.22335652,2.133354783,0.597432715,A,2018
11.36975942,2.133354783,0.163205363,A,2018
14.23576667,3.279757681,0.436394913,A,2018
10.22335652,2.133354783,0.053789003,A,2018
9.076953623,5.572563478,0.885710831,A,2018
10.22335652,2.706556232,0.383824065,A,2018
14.23576667,3.279757681,0.640940769,A,2018
14.23576667,3.279757681,0.475324841,A,2018
11.36975942,4.999362029,0.08386009,A,2018
14.23576667,3.279757681,0.770675471,A,2018
13.08936377,2.706556232,0.206897962,A,2018
14.23576667,3.279757681,0.922008483,A,2018
13.66256522,2.706556232,0.284056887,A,2018
14.23576667,3.279757681,0.6035467,A,2018
10.22335652,2.706556232,0.28991451,A,2018
14.23576667,3.279757681,0.893060925,A,2018
14.23576667,3.279757681,0.851154884,A,2018
14.23576667,3.279757681,0.923030717,A,2018
14.23576667,3.279757681,0.702963348,A,2018
14.23576667,3.279757681,0.972097448,A,2018
9.076953623,5.572563478,0.325466125,A,2018
10.22335652,2.706556232,0.403432549,A,2018
11.94296087,2.133354783,0.392519096,A,2018
10.22335652,2.706556232,0.371594444,A,2018
10.22335652,2.706556232,0.338338321,A,2018
14.23576667,3.279757681,0.784045875,A,2018
14.23576667,3.279757681,0.682561287,A,2018
9.076953623,5.572563478,0.855252059,A,2018
14.23576667,3.279757681,0.842466285,A,2018
10.22335652,2.133354783,0.315065561,B,2018
10.22335652,2.133354783,0.571770835,B,2018
13.66256522,4.999362029,0.417860689,B,2018
10.22335652,2.133354783,0.187683522,B,2018
14.23576667,3.279757681,0.33555017,B,2018
14.23576667,3.279757681,0.649056814,B,2018
10.79655797,2.133354783,0.183565026,B,2018
9.076953623,5.572563478,0.749728577,B,2018
14.23576667,3.279757681,0.356279944,B,2018
14.23576667,3.279757681,0.622601253,B,2018
10.22335652,2.133354783,0.40481357,B,2018
14.23576667,3.279757681,0.463050962,B,2018
9.076953623,5.572563478,0.988338951,B,2018
10.22335652,2.133354783,0.195843721,B,2018
9.076953623,5.572563478,0.270951084,B,2018
14.23576667,3.279757681,0.885663253,B,2018
14.23576667,3.279757681,0.821251872,B,2018
14.23576667,3.279757681,0.54568226,B,2018
14.23576667,3.279757681,0.726002118,B,2018
14.23576667,3.279757681,0.931806872,B,2018
14.23576667,3.279757681,0.146345113,B,2018
10.22335652,2.706556232,0.283176782,B,2018
10.22335652,2.133354783,0.44880359,B,2018
11.36975942,4.999362029,0.083824873,B,2018
14.23576667,3.279757681,0.539241846,B,2018
14.23576667,3.279757681,0.212318682,B,2018
10.22335652,2.133354783,0.369301146,B,2018
14.23576667,3.279757681,0.305523057,B,2018
14.23576667,3.279757681,0.858654431,B,2018
13.66256522,4.999362029,0.392853118,B,2018
14.23576667,3.279757681,0.512746324,B,2018
11.94296087,2.133354783,0.353198761,B,2018
11.36975942,4.999362029,0.4663016,B,2018
11.36975942,2.133354783,0.185426195,B,2018
14.23576667,3.279757681,0.900122957,B,2018
9.076953623,5.572563478,0.957300618,B,2018
14.23576667,3.279757681,0.639193142,B,2018
14.23576667,3.279757681,0.977784547,B,2018
14.23576667,3.279757681,0.698558506,B,2018
14.23576667,3.279757681,0.773725144,B,2018
10.22335652,2.133354783,0.85451672,B,2018
10.22335652,2.706556232,0.119824971,B,2018
10.22335652,2.133354783,0.524816221,B,2018
14.23576667,3.279757681,0.497979425,B,2018
14.23576667,3.279757681,0.924807619,B,2018
9.076953623,5.572563478,0.441191758,B,2018
11.94296087,2.133354783,0.340486481,B,2018
14.23576667,3.279757681,0.895979205,B,2018
11.36975942,2.133354783,0.300260383,B,2018
14.23576667,3.279757681,0.909226093,B,2018
11.94296087,2.133354783,0.391351078,B,2018
13.66256522,4.999362029,0.304326204,B,2018
9.076953623,5.572563478,0.923505801,B,2018
14.23576667,3.279757681,0.852844559,B,2018
14.23576667,3.279757681,0.747707305,B,2018
10.22335652,2.133354783,0.411240954,B,2018
10.22335652,2.133354783,0.543645179,B,2018
10.79655797,5.572563478,0.028591782,B,2018
10.22335652,2.706556232,0.335561725,B,2018
14.23576667,3.279757681,0.636818193,B,2018
9.076953623,5.572563478,0.996115615,B,2018
14.23576667,3.279757681,0.77702209,B,2018
14.23576667,3.279757681,0.759189259,B,2018
10.22335652,2.133354783,0.312477358,B,2018
11.94296087,2.133354783,0.728924438,B,2018
14.23576667,3.279757681,0.866282211,B,2018
9.076953623,5.572563478,0.822703265,B,2018
13.66256522,4.999362029,0.257260535,B,2018
10.22335652,2.133354783,0.249562421,B,2018
9.076953623,5.572563478,0.996495568,B,2018
14.23576667,3.279757681,0.706485534,B,2018
10.22335652,3.85295913,0.034031672,B,2018
11.36975942,4.999362029,0.223726124,B,2018
14.23576667,3.279757681,0.543268199,B,2018
14.23576667,3.279757681,0.198383737,B,2018
10.22335652,2.133354783,0.468218096,B,2018
14.23576667,3.279757681,0.235054902,B,2018
14.23576667,3.279757681,0.559192183,B,2018
14.23576667,3.279757681,0.796443102,B,2018
13.66256522,4.999362029,0.594561196,B,2018
14.23576667,3.279757681,0.923554051,B,2018
14.23576667,3.279757681,0.647299047,B,2018
14.23576667,3.279757681,0.988002715,B,2018
-1.813873913,7.865369275,0.433035306,C,2012
-2.387075362,7.865369275,0.514006217,C,2012
-2.387075362,7.865369275,0.24161294,C,2012
-1.813873913,7.865369275,0.206473746,C,2012
-1.813873913,7.865369275,0.51265481,C,2012
-2.387075362,7.865369275,0.419295056,C,2012
-10.9850971,8.438570725,0.326849316,C,2012
-2.387075362,7.865369275,0.171462772,C,2012
-7.545888406,4.42616058,1.38E-05,C,2012
-2.387075362,7.865369275,0.267000054,C,2012
11.94296087,2.133354783,0.19196917,D,2013
10.22335652,3.279757681,0.135719664,D,2013
7.930550725,5.572563478,0.052329625,D,2013
10.79655797,2.706556232,0.122076019,D,2013
11.36975942,4.999362029,0.116370089,D,2013
9.076953623,5.572563478,0.999671413,E,2013
10.79655797,2.706556232,0.143647814,E,2013
9.076953623,5.572563478,0.938625596,E,2013
14.23576667,3.279757681,0.198399,E,2013
7.930550725,4.999362029,0.059008967,E,2013
10.22335652,3.279757681,0.110390687,F,2013
9.076953623,5.572563478,0.928911274,F,2013
11.36975942,2.133354783,0.158606204,F,2013
7.930550725,7.292167826,0.04976803,F,2013
7.357349275,7.865369275,0.042060371,F,2013
14.23576667,3.279757681,0.384827523,G,2013
3.34493913,6.718966377,0.543756431,G,2013
3.34493913,6.718966377,0.489448092,G,2013
3.91814058,6.718966377,0.780819184,G,2013
3.91814058,6.718966377,0.842681965,G,2013
10.79655797,2.133354783,0.267539371,H,2013
10.22335652,2.133354783,0.244084942,H,2013
11.36975942,2.133354783,0.207639699,H,2013
11.36975942,2.133354783,0.270858948,H,2013
3.91814058,6.718966377,0.767535812,I,2013
3.91814058,6.718966377,0.900465102,I,2013
3.91814058,6.718966377,0.823492061,I,2013
9.076953623,5.572563478,0.998548215,I,2013
3.91814058,6.718966377,0.866377255,I,2013
3.91814058,6.718966377,0.857128259,J,2013
3.91814058,6.718966377,0.84813483,J,2013
3.91814058,6.718966377,0.821305378,J,2013
3.91814058,6.718966377,0.665502153,J,2013
3.91814058,6.718966377,0.876473651,J,2013
9.076953623,5.572563478,0.999050586,K,2013
9.076953623,5.572563478,0.99941508,K,2013
10.79655797,3.279757681,0.099728923,K,2013
9.076953623,5.572563478,0.999989913,K,2013
14.23576667,3.279757681,0.437742583,L,2013
11.36975942,2.133354783,0.186558956,L,2013
14.23576667,3.279757681,0.432963925,L,2013
10.79655797,2.133354783,0.244967174,L,2013
8.503752174,3.279757681,0.035693943,L,2013
13.66256522,4.999362029,0.132088117,M,2013
14.80896812,1.560153333,0.967186614,M,2013
10.22335652,2.706556232,0.308051393,M,2013
10.79655797,2.133354783,0.277154563,M,2013
14.80896812,1.560153333,0.949208146,M,2013
9.076953623,5.572563478,0.220215959,N,2013
11.36975942,2.133354783,0.232934033,N,2013
10.22335652,4.42616058,0.04599601,N,2013
14.23576667,3.279757681,0.415891621,N,2013
9.076953623,5.572563478,0.879087683,O,2013
10.79655797,2.133354783,0.272710496,O,2013
10.79655797,2.133354783,0.088947312,O,2013
10.22335652,2.133354783,0.225153094,O,2013
11.94296087,2.133354783,0.355952675,O,2013
10.79655797,2.133354783,0.30867714,P,2013
9.076953623,5.572563478,0.737850767,P,2013
14.80896812,1.560153333,0.938132691,P,2013
14.80896812,1.560153333,0.884581712,P,2013
14.80896812,1.560153333,0.986962324,P,2013
14.23576667,3.279757681,0.191104133,Q,2013
3.34493913,6.718966377,0.485681688,Q,2013
3.91814058,6.718966377,0.884370503,Q,2013
3.91814058,6.718966377,0.804747101,Q,2013
3.91814058,6.718966377,0.669355937,Q,2013
10.22335652,2.133354783,0.156506963,R,2013
9.650155072,5.572563478,0.077070679,R,2013
14.23576667,3.279757681,0.335338548,R,2013
11.94296087,2.133354783,0.644213927,R,2013
10.22335652,2.133354783,0.31789419,R,2013
14.80896812,1.560153333,0.98242649,S,2014
13.08936377,2.706556232,0.131987453,S,2014
9.650155072,0.986951884,0.044796843,S,2014
10.22335652,2.133354783,0.619024477,S,2014
11.36975942,2.133354783,0.203318244,S,2014
10.79655797,2.133354783,0.087490706,S,2014
14.23576667,3.279757681,0.194473872,S,2014
14.23576667,3.279757681,0.952508485,S,2014
10.22335652,0.986951884,0.059651449,S,2014
10.22335652,2.133354783,0.346488406,S,2014
9.650155072,5.572563478,0.068473222,T,2014
14.23576667,3.279757681,0.305758106,T,2014
14.23576667,3.279757681,0.834854536,T,2014
10.22335652,2.133354783,0.208139483,T,2014
10.22335652,2.133354783,0.559112051,U,2014
14.23576667,3.279757681,0.54751812,U,2014
11.36975942,2.133354783,0.141859574,U,2014
14.23576667,3.279757681,0.204053107,U,2014
14.23576667,3.279757681,0.185097338,U,2014
10.22335652,2.133354783,0.223739805,V,2014
10.22335652,2.133354783,0.357889779,V,2014
10.22335652,2.706556232,0.271987585,V,2014
10.22335652,2.133354783,0.169335766,V,2014
10.22335652,2.706556232,0.435089856,V,2014
14.80896812,1.560153333,0.95547603,W,2015
14.80896812,1.560153333,0.974522976,W,2015
14.23576667,3.279757681,0.873766136,W,2015
10.79655797,5.572563478,0.040042378,W,2015
14.80896812,1.560153333,0.964933544,W,2015
11.36975942,2.133354783,0.158012748,X,2015
14.23576667,3.279757681,0.776918775,X,2015
10.22335652,2.133354783,0.446896907,X,2015
14.23576667,3.279757681,0.807693857,X,2015
14.23576667,3.279757681,0.262510276,Y,2015
13.66256522,4.999362029,0.608377219,Y,2015
14.23576667,3.279757681,0.08582353,Y,2015
10.22335652,2.706556232,0.342527838,Y,2015
13.66256522,4.999362029,0.68719475,Y,2015
11.36975942,2.133354783,0.183138813,Z,2015
14.23576667,3.279757681,0.060947107,Z,2015
13.66256522,4.999362029,0.293452436,Z,2015
14.23576667,3.279757681,0.592196329,Z,2015
11.94296087,2.133354783,0.107976927,Z,2015
14.23576667,3.279757681,0.673479918,AA,2016
10.22335652,2.706556232,0.486348034,AA,2016
14.23576667,3.279757681,0.899674575,AA,2016
10.22335652,2.133354783,0.140197504,AA,2016
10.22335652,2.706556232,0.293661817,AA,2016
14.23576667,3.279757681,0.791495733,AB,2016
10.22335652,2.133354783,0.216471331,AB,2016
14.23576667,3.279757681,0.86982935,AB,2016
14.23576667,3.279757681,0.978829057,AB,2016
3.91814058,6.718966377,0.922758221,AB,2016
14.23576667,3.279757681,0.923436788,AB,2016
14.23576667,3.279757681,0.341195825,AB,2016
14.80896812,1.560153333,0.981453577,AB,2016
10.22335652,2.133354783,0.345218814,AB,2016
11.36975942,2.133354783,0.15562818,AC,2016
10.22335652,2.133354783,0.492102698,AC,2016
10.22335652,2.133354783,0.19274142,AC,2016
10.22335652,2.133354783,0.441284057,AC,2016
14.23576667,3.279757681,0.83274803,AC,2016
14.80896812,1.560153333,0.917707566,AD,2017
15.38216957,2.706556232,0.014723629,AD,2017
14.23576667,3.279757681,0.642253019,AD,2017
14.80896812,1.560153333,0.855661696,AD,2017